URL	銘柄コード	開示日	タイトル	要約	株主にとって	作成日
/disc/36240/140120220810517612.pdf	3624	2022-08-10	2022年９月期 第３四半期決算短信〔日本基準〕（非連結）	アクセルマークは2022年9月期第3四半期の業績予想を据え置き。売上高は前年同期比1.9%増の1,997百万円となったが、暗号資産評価損等で純損失となった。	中立	2026-08-15
/disc/36240/140120221109561363.pdf	3624	2022-11-10	第２回無担保転換社債型新株予約権付社債および第23回新株予約権の資金使途の変更に関するお知らせ	CBと新株予約権の資金使途を変更し、ヘルスケア出資から広告事業拡大やM&Aへ振り替え。会社は23年9月期への影響は軽微と説明	中立	2026-08-15
/disc/36240/140120221109561360.pdf	3624	2022-11-10	特別損失の計上及び業績予想と実績値との差異に関するお知らせ	2022年9月期に特別損失1億9百万円を計上し、当期純利益が予想対比で最大1億13百万円下回った。	悪材料	2026-08-15
/disc/36240/140120221110562446.pdf	3624	2022-11-10	2022年９月期 決算短信〔日本基準〕（非連結）	売上高2,671百万円で増収も、特別損失計上により当期純利益は100,629千円の赤字。23年9月期予想は売上2,500～3,000百万円、営業利益は減益見込み。	悪材料	2026-08-15
/disc/36240/140120221117568159.pdf	3624	2022-11-17	資本金の額の減少及び剰余金の処分に関するお知らせ	欠損金補填のため払戻なしの無償減資を実施し、財務体質の健全化を図る。純資産額や発行済株式数に変更はない。	中立	2026-08-15
/disc/36240/140120221222582575.pdf	3624	2022-12-27	事業計画及び成長可能性に関する説明資料	アクセルマークは2022年9月期通期売上高2,658百万円、営業利益32百万円の決算を開示。自己資本比率は40.1%から59.5%に改善し、財務体質を強化した。	好材料	2026-08-15
/disc/36240/140120230209504912.pdf	3624	2023-02-09	2023年９月期 第１四半期決算短信〔日本基準〕（非連結）	アクセルマークは2023年9月期第1四半期の売上高が6億100万円で前年同期比5.9%減、経常損失は180万円となった。業績予想は据え置き。	中立	2026-08-15
/disc/36240/140120230426553980.pdf	3624	2023-04-27	役付取締役の選定に関するお知らせ	アクセルマークは4月27日付で飯野氏を取締役会長に選定した。	中立	2026-08-15
/disc/36240/140120230511565659.pdf	3624	2023-05-11	2023年９月期 第２四半期決算短信〔日本基準〕（非連結）	アクセルマークは第2四半期で売上高11億1,900万円（前年比14.9%減）、営業損失2,500万円を計上。通期業績予想は据え置き。	悪材料	2026-08-15
/disc/36240/140120230810540904.pdf	3624	2023-08-10	2023年９月期 第３四半期決算短信〔日本基準〕（非連結）	アクセルマークは第3四半期で売上高1,621百万円（前年比18.8%減）、営業損失5,126万円。通期予想は据え置き。	悪材料	2026-08-15
/disc/36240/140120230820544388.pdf	3624	2023-08-24	第27回新株予約権（有償ストック・オプション）の発行に関するお知らせ	社外協力者2名に対し、EBITDA目標達成を行使条件とする有償ストックオプション2,000個を発行。行使時は発行済株式の1.88%増となるが影響は軽微と説明	中立	2026-08-15
/disc/36240/140120230820544389.pdf	3624	2023-08-24	第26回新株予約権（有償ストック・オプション）の発行に関するお知らせ	取締役らに新株予約権3,250個を発行。行使により発行済株式の3.05%増加するが、業績目標達成を条件とし影響は合理的と説明	中立	2026-08-15
/disc/36240/140120230820544390.pdf	3624	2023-08-24	株式会社エイチ・エム・ワイとの業務提携及び新たな事業（トレーディングカード事業）の開始に関するお知らせ	HMY社と業務提携しトレカ事業を開始、投資額1億円で新株予約権発行も予定。23年9月期の業績影響は軽微だが中長期的な寄与を見込む。	中立	2026-08-15
/disc/36240/140120230920556331.pdf	3624	2023-09-21	第27回新株予約権（有償ストック・オプション）の発行内容確定に関するお知らせ	社外協力者2名に対し、普通株式20万株に相当する新株予約権2,000個を発行することを確定した。	中立	2026-08-15
/disc/36240/140120230920556328.pdf	3624	2023-09-21	第26回新株予約権（有償ストック・オプション）の発行内容確定に関するお知らせ	アクセルマークは第26回有償ストックオプションの発行内容を確定。対象は取締役1名、執行役員1名、従業員4名の計6名で、総数は3,250個。	中立	2026-08-15
/disc/36240/140120231108582358.pdf	3624	2023-11-09	業績予想と実績値との差異に関するお知らせ	2023年9月期通期の売上高が予想を下回り、前年同期比で減収となった。	悪材料	2026-08-15
/disc/36240/140120231109583931.pdf	3624	2023-11-09	2023年９月期 決算短信〔日本基準〕（非連結）	2023年9月期は売上高2,145百万円（前年比19.7%減）、営業損失98百万円。2024年9月期予想は売上高3,000百万円、利益微増。	中立	2026-08-15
/disc/36240/140120231215504067.pdf	3624	2023-12-15	（開示事項の経過）ヘルスケア事業への本格参入に関するお知らせ	主要株主と共同で米Ascella社の経営権を取得し、100万ドルを支出してヘルスケア事業に本格参入。持分法適用会社化により中長期的な業績寄与を見込む。	中立	2026-08-15
/disc/36240/140120231218505114.pdf	3624	2023-12-27	事業計画及び成長可能性に関する説明資料	アクセルマークは12月27日、事業計画及び成長可能性に関する説明資料を開示した。IoTヘルスケアやトレーディングカード等新規事業への参入方針を明らかにした。	中立	2026-08-15
/disc/36240/140120240118516402.pdf	3624	2024-01-18	子会社等の異動を伴う株式譲渡契約に関する基本合意書締結のお知らせ	ヘルスケア事業参入のため、医療機器許可を持つABC JAPANの全株式を取得し連結子会社化。取得価額は非開示で、2024年9月期業績予想は精査中	中立	2026-08-15
/disc/36240/140120240207528645.pdf	3624	2024-02-08	営業外収益の計上に関するお知らせ	投資事業組合の運用益56百万円を営業外収益として計上した。	中立	2026-08-15
/disc/36240/140120240208529982.pdf	3624	2024-02-08	2024年９月期 第１四半期決算短信〔日本基準〕（非連結）	アクセルマークは24年9月期第1四半期の売上高が前年同期比7.2減の5億58百万円、営業損失は2058万円となった。	中立	2026-08-15
/disc/36240/140120240220540044.pdf	3624	2024-02-21	第28回新株予約権（有償ストック・オプション）の発行に関するお知らせ	社外取締役と執行役員に対し、有償ストックオプション2,000個を発行。行使条件はEBITDA目標達成で希薄化率1.87%。	中立	2026-08-15
/disc/36240/140120240228544840.pdf	3624	2024-03-15	第28回新株予約権（有償ストック・オプション）の発行内容確定に関するお知らせ	社外取締役と執行役員に対し、新株予約権を各1,000個発行。目的株式は普通株式20万株。	中立	2026-08-15
/disc/36240/140120240425577527.pdf	3624	2024-04-30	（開示事項の中止）子会社等の異動を伴う株式譲渡契約に関する基本合意書解約のお知らせ	ヘルスケア事業の自社推進体制が整ったためABC JAPAN社株式取得を中止し、自社で医療機器許可を取得する。業績影響は軽微	中立	2026-08-15
/disc/36240/140120240514595122.pdf	3624	2024-05-14	業績予想の修正に関するお知らせ	2024年9月期通期の業績予想を下方修正し、売上高は23億11百万円（前回比23.0%減）、当期純利益は2億5百万円の赤字見込みとなった。	悪材料	2026-08-15
/disc/36240/140120240514595071.pdf	3624	2024-05-14	営業外収益の計上に関するお知らせ	2024年9月期第2四半期で暗号資産評価益1,598万円を計上。相場変動により通期の損益は変動する可能性がある。	中立	2026-08-15
/disc/36240/140120240514595719.pdf	3624	2024-05-14	2024年９月期 第２四半期決算短信〔日本基準〕（非連結）	2024年9月期通期の業績予想を下方修正。売上高は前期比7.7増の23億11百万円、営業損失は2億61百万円の赤字見込みとなった。	悪材料	2026-08-15
/disc/36240/140120240807566114.pdf	3624	2024-08-08	特別損失の計上及び業績予想の修正に関するお知らせ	減損損失1億4500万円の特別損失計上を受け、通期売上高を前年実績比31.5%減の15億8200万円に下方修正。	悪材料	2026-08-15
/disc/36240/140120240808567212.pdf	3624	2024-08-08	2024年９月期 第３四半期決算短信〔日本基準〕（非連結）	アクセルマークは第3四半期で売上高13億3千万円（前年比17.7%減）、純損失2億9千万円を計上。通期業績予想も大幅に下方修正した。	悪材料	2026-08-15
/disc/36240/140120241024502044.pdf	3624	2024-10-24	第三者割当による新株予約権の発行並びに無担保転換社債型新株予約権付社債の転換価額及び新株予約権の行使価額の調整に関するお知らせ	トレカ事業の新規出店とECサイト構築、M&A・資本業務提携、ヘルスケア事業を資金使途に、新株予約権で総額12.1億円の調達を決議。行使価額修正条項付きなので、株価水準しだいで調達額も希薄化も変わる。		2026-08-14
/disc/36240/140120241031507552.pdf	3624	2024-10-31	（訂正）第三者割当による新株予約権の発行並びに無担保転換社債型新株予約権付社債の転換価額及び新株予約権の行使価額の調整に関するお知らせ	10月24日に開示した第29回・第30回新株予約権の発行に関するお知らせの一部を訂正したもの。発行条件や調達額といった中身そのものは変わっていない。		2026-08-14
